tableId,started,ended,time,username,score,winner,bid,building.10a,building.10b,building.11a,building.11b,building.12a,building.12b,building.13a,building.13b,building.1a,building.1b,building.2a,building.2b,building.3a,building.3b,building.4a,building.4b,building.5a,building.5b,building.6a,building.6b,building.7a,building.7b,building.8a,building.8b,building.9a,building.9b,building.A,building.B,building.C,building.D,building.E,building.F,building.G,cowboys,craftsmen,deliveries.ALBUQUERQUE,deliveries.CHICAGO,deliveries.CLEVELAND,deliveries.COLORADO_SPRINGS,deliveries.COLUMBIA,deliveries.DENVER,deliveries.DETROIT,deliveries.EL_PASO,deliveries.GREEN_BAY,deliveries.KANSAS_CITY,deliveries.MEMPHIS,deliveries.MILWAUKEE,deliveries.MINNEAPOLIS,deliveries.MONTREAL,deliveries.NEW_YORK_CITY,deliveries.PITTSBURGH,deliveries.SACRAMENTO,deliveries.SANTA_FE,deliveries.SAN_DIEGO,deliveries.SAN_FRANCISCO,deliveries.ST_LOUIS,deliveries.TOPEKA,deliveries.TORONTO,deliveries.WICHITA,engineers,handLimit,permCerts,players,rttn,score.BID,score.BUILDINGS,score.CATTLE_CARDS,score.CITIES,score.DOLLARS,score.EXTRA_STEP_POINTS,score.HAZARDS,score.JOB_MARKET_TOKEN,score.OBJECTIVE_CARDS,score.STATIONS,score.STATION_MASTERS,score.WORKERS,seat,stepLimit,stops.10a,stops.10b,stops.11a,stops.11b,stops.12a,stops.12b,stops.13a,stops.13b,stops.1a,stops.1b,stops.2a,stops.2b,stops.3a,stops.3b,stops.4a,stops.4b,stops.5a,stops.5b,stops.6a,stops.6b,stops.7a,stops.7b,stops.8a,stops.8b,stops.9a,stops.9b,stops.A,stops.B,stops.C,stops.D,stops.E,stops.F,stops.G,stops.hazard,stops.teepee,tempCertLimit,tempCerts,turns
6ef1acf8-dd99-4250-89b5-86cba8bc2a80,2020-12-31T20:53:39Z,2020-12-31T22:46:48Z,113,ekim,100,N,,,,,,,,,,,,,,,E-2,,,,,,,,,,,,,E,C,F,G,B,D,A,6,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,6,0,3,N,0,3,29,27,4,3,7,2,15,2,0,8,2,6,,,,,,,,,,,,,,6,,,,,,,,,,,,,5,3,7,7,6,5,0,0,0,3,0,38
6ef1acf8-dd99-4250-89b5-86cba8bc2a80,2020-12-31T20:53:39Z,2020-12-31T22:46:48Z,113,westie412,108,Y,,,,B-2,,,,B-1,,C-1-1,,,,,,,F-2,,,ROCKFALL-RISK-2,,,,,,,,E,C,F,G,B,D,A,4,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,6,2,3,N,0,39,22,18,1,3,4,0,6,4,3,8,3,6,,,1,,,,2,,3,,,,,,,4,,,3,,,,,,,,7,3,5,2,4,2,2,0,0,4,1,38
729ce98e-5fb8-4c0e-952a-6640d0d8747c,2021-01-01T20:47:14Z,2021-01-01T22:22:48Z,95,wildes,49,N,7,,E-2,,,,,,,,B-1,,,,,E-1,,,,,,,A-3,F-2,,,,A,C,G,F,E,B,D,1,6,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,4,1,4,N,-7,27,3,-18,0,3,3,0,8,18,0,12,1,7,,6,,,,,,,,0,,,,,2,,,,,,,1,3,,,,6,4,1,2,1,2,0,0,0,6,2,26
729ce98e-5fb8-4c0e-952a-6640d0d8747c,2021-01-01T20:47:14Z,2021-01-01T22:22:48Z,95,mbrazinski,33,N,0,,ROCKFALL-RISK-2,,,,,,,,DROUGHT-RISK-1,A-1,,C-1-2,,,,,,,,,B-2,,,,,A,C,G,F,E,B,D,4,6,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,0,4,N,0,20,10,-12,0,0,4,0,0,3,0,8,4,6,,3,,,,,,,,0,1,,3,,,,,,,,,1,,,,,5,6,2,2,4,0,0,0,0,4,1,25
729ce98e-5fb8-4c0e-952a-6640d0d8747c,2021-01-01T20:47:14Z,2021-01-01T22:22:48Z,95,patrickoftheisles,50,N,4,,,,,,,,,,A-2,ROCKFALL-RISK-1,,FLOOD-RISK-2,,FLOOD-RISK-1,,,,,,,,,,,,A,C,G,F,E,B,D,5,2,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,4,N,-4,6,15,-6,1,3,23,2,6,0,0,4,2,7,,,,,,,,,,0,2,,0,,2,,,,,,,,,,,,4,4,1,3,1,3,1,0,0,4,0,25
729ce98e-5fb8-4c0e-952a-6640d0d8747c,2021-01-01T20:47:14Z,2021-01-01T22:22:48Z,95,mandm,59,Y,2,,,,,,,,,,F-1,,,C-2,,,,,,,,,,,,,,A,C,G,F,E,B,D,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,2,4,N,-2,2,3,0,3,3,3,0,6,7,26,8,3,7,,,,,,,,,,0,,,4,,,,,,,,,,,,,,5,2,2,4,1,2,5,0,0,4,4,25
dfd457b3-73fe-4c6f-b49c-9dfcc8103cef,2021-03-05T17:19:44Z,2021-03-19T11:18:40Z,19798,mario,78,Y,,,,,,,,,,B-1,,,,C-1-2,,,E-2,,,,,,,,,,,G,A,D,F,E,B,C,6,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,5,0,4,N,0,5,38,2,5,0,10,2,8,0,0,8,2,6,,,,,,,,,1,,,,2,,,2,,,,,,,,,,,0,0,0,2,2,2,0,0,0,3,0,10
dfd457b3-73fe-4c6f-b49c-9dfcc8103cef,2021-03-05T17:19:44Z,2021-03-19T11:18:40Z,19798,omertron,48,N,,A-3,,,,,,,,,,,B-3,A-2,,,,,,,,,,,,,,G,A,D,F,E,B,C,4,4,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,0,4,N,0,15,18,-6,2,3,10,0,6,0,0,0,1,7,1,,,,,,,,,,,0,1,,,,,,,,,,,,,,2,1,0,2,2,1,0,0,0,4,0,11
dfd457b3-73fe-4c6f-b49c-9dfcc8103cef,2021-03-05T17:19:44Z,2021-03-19T11:18:40Z,19798,corwin007,68,N,,,,,,,,,,,,,,,,,FLOOD-RISK-1,,FLOOD-RISK-2,,,,,,,,,G,A,D,F,E,B,C,1,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,3,4,N,0,7,3,-6,6,3,10,0,11,9,25,0,4,7,,,,,,,,,,,,,,,,2,,1,,,,,,,,,1,0,2,2,0,1,2,0,0,6,6,11
dfd457b3-73fe-4c6f-b49c-9dfcc8103cef,2021-03-05T17:19:44Z,2021-03-19T11:18:40Z,19798,agilejohn,57,N,,A-1,,,,,,,,,,,,F-2,,,B-2,,F-1,,,,,,C-2,,,G,A,D,F,E,B,C,1,6,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,4,0,4,N,0,29,7,2,2,3,3,0,3,0,0,8,3,5,3,,,,,,,,,,,,0,,,3,,0,,,,,,1,,,1,1,1,2,1,0,2,0,0,6,0,10
0f543e41-f581-4808-9c44-a4e19a65f724,2020-08-22T23:03:03Z,2020-08-23T01:23:17Z,140,gwttester,60,N,,,,,,,,,,C-2,,E-1,,,G-2,,F-1,,,,,,,,,,,B,D,F,C,E,G,A,4,2,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,4,1,4,N,0,8,24,-6,4,3,7,0,11,3,6,0,2,7,,,,,,,,,0,,2,,,4,,3,,,,,,,,,,,5,5,2,3,3,1,2,0,0,4,0,30
0f543e41-f581-4808-9c44-a4e19a65f724,2020-08-22T23:03:03Z,2020-08-23T01:23:17Z,140,wildes,90,Y,,,E-2,,,,,,,,,,,,G-1,,B-3,C-1-2,,,,,,,,,,B,D,F,C,E,G,A,5,6,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,4,N,0,21,28,-4,3,3,11,2,8,6,0,12,1,7,,4,,,,,,,,,,,,3,,5,0,,,,,,,,,,6,3,0,3,5,4,2,0,0,4,0,29
0f543e41-f581-4808-9c44-a4e19a65f724,2020-08-22T23:03:03Z,2020-08-23T01:23:17Z,140,shadyreddog,75,N,,,,,,,,,,A-1,,B-1,,,,,A-3,,,,,,,,,,,B,D,F,C,E,G,A,6,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5,0,4,N,0,5,42,2,2,0,8,0,8,0,0,8,3,6,,,,,,,,,0,,3,,,,,4,,,,,,,,,,,3,3,1,4,5,3,0,0,0,3,0,30
0f543e41-f581-4808-9c44-a4e19a65f724,2020-08-22T23:03:03Z,2020-08-23T01:23:17Z,140,ey2020,60,N,,,F-2,,,,,,,,,C-1-1,,,FLOOD-RISK-1,,FLOOD-RISK-2,,,,,,,,,,A-2,B,D,F,C,E,G,A,1,4,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,2,4,N,0,26,0,-6,0,3,0,0,5,19,13,0,4,7,,4,,,,,,,,,0,,,3,,2,,,,,,,,,,3,5,5,4,3,0,3,3,1,0,6,1,30
6554979a-dc49-432e-8dd3-0fe3f3648ba4,2021-02-22T04:24:45Z,2021-02-22T06:19:01Z,114,frostym288,39,Y,,,,,,,,,,B-1,,,E-2,,,,,,,,,,,,,,,G,F,D,E,B,C,A,4,1,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,3,N,0,2,19,-6,4,3,8,2,3,1,3,0,1,6,,,,,,,,,0,,,0,,,,,,,,,,,,,,,3,2,1,3,5,2,3,0,0,3,0,25
6554979a-dc49-432e-8dd3-0fe3f3648ba4,2021-02-22T04:24:45Z,2021-02-22T06:19:01Z,114,williamlu,30,N,,,,,,,,,,A-2,,,,,,,E-1,,,,,,,,,,,G,F,D,E,B,C,A,4,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,3,N,0,4,22,-12,0,0,8,0,8,0,0,0,3,5,,,,,,,,,2,,,,,,,2,,,,,,,,,,,3,2,2,1,5,4,2,0,0,4,1,26
6554979a-dc49-432e-8dd3-0fe3f3648ba4,2021-02-22T04:24:45Z,2021-02-22T06:19:01Z,114,puresnow17,34,N,,,,,,,,,,A-1,,,B-3,,,,,,,,,,,,,,,G,F,D,E,B,C,A,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,0,3,N,0,2,14,0,4,3,0,0,6,2,3,0,2,6,,,,,,,,,0,,,1,,,,,,,,,,,,,,,2,4,1,4,6,1,4,1,0,4,0,26
343e87b2-7224-482e-abf5-4caf327bfb5c,2020-11-14T21:05:06Z,2020-11-15T06:44:43Z,579,alexsim,91,Y,,,,,,,,,,,E-1,,,E-2,,A-3,,,,,,,,,,,,A,D,G,B,F,E,C,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,5,2,3,N,0,5,27,14,1,3,5,0,16,5,15,0,3,6,,,,,,,,,,0,,,7,,1,,,,,,,,,,,,5,4,2,4,6,0,6,0,0,3,2,33
343e87b2-7224-482e-abf5-4caf327bfb5c,2020-11-14T21:05:06Z,2020-11-15T06:44:43Z,579,nmgara,41,N,,,,,,,,,,,B-2,,DROUGHT-RISK-1,B-3,,F-1,,,,,,,,,,,,A,D,G,B,F,E,C,3,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,1,3,N,0,6,9,0,2,3,2,0,8,5,6,0,2,6,,,,,,,,,,0,,1,1,,0,,,,,,,,,,,,5,4,3,4,4,4,4,0,0,4,0,33
343e87b2-7224-482e-abf5-4caf327bfb5c,2020-11-14T21:05:06Z,2020-11-15T06:44:43Z,579,agent86,32,N,,,C-1-2,,,,,,,,B-1,,,,,,,,,,,,,,C-1-1,,,A,D,G,B,F,E,C,4,4,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,0,3,N,0,20,16,-19,3,0,4,2,6,0,0,0,1,5,,2,,,,,,,,1,,,,,,,,,,,,,,1,,,4,6,3,3,7,4,4,0,0,4,0,32
a33545ab-52ca-41d8-be8a-d4fe5f38a859,2021-01-18T19:46:27Z,2021-01-18T21:37:08Z,110,glaubinix,34,N,,,,,,,,E-2,,,,,,,FLOOD-RISK-2,,,,,,C-2,,,,,,,D,A,C,E,B,F,G,1,3,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,3,Y,0,13,14,-13,0,0,8,0,8,1,3,0,1,5,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,2,5,1,3,5,4,2,0,0,4,1,28
a33545ab-52ca-41d8-be8a-d4fe5f38a859,2021-01-18T19:46:27Z,2021-01-18T21:37:08Z,110,diedicedie,56,Y,,,,,,,,,,,A-1,,DROUGHT-RISK-1,,FLOOD-RISK-1,,E-1,,,,,,,,,,,D,A,C,E,B,F,G,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5,0,3,Y,0,8,14,4,4,0,4,2,9,3,8,0,2,3,,,,,,,,,,1,,0,,1,,3,,,,,,,,,,,1,4,0,5,4,3,4,0,0,4,0,28
a33545ab-52ca-41d8-be8a-d4fe5f38a859,2021-01-18T19:46:27Z,2021-01-18T21:37:08Z,110,naderman,49,N,,,,,,,,,,,,,,,F-2,,B-1,,,,,,,,,,,D,A,C,E,B,F,G,2,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6,3,3,Y,0,6,3,-1,3,3,3,0,0,16,16,0,3,6,,,,,,,,,,,,,,5,,0,,,,,,,,,,,3,3,4,3,3,1,8,0,0,4,0,28
b841af06-1c8b-494a-833c-2f0f59d330c1,2020-12-15T00:41:55Z,2020-12-15T02:30:26Z,108,jasonl,55,N,1,,,,,,,,,,,,,,,,E-1,,,,,,,,,,,B,D,F,A,C,E,G,6,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,4,N,-1,3,31,-6,0,3,4,0,4,1,8,8,3,7,,,,,,,,,,,,,,,,5,,,,,,,,,,,3,2,5,3,6,0,1,0,0,4,0,24
b841af06-1c8b-494a-833c-2f0f59d330c1,2020-12-15T00:41:55Z,2020-12-15T02:30:26Z,108,vero,60,N,3,,,,,,,,,,,,,DROUGHT-RISK-1,,,FLOOD-RISK-2,,,,,,,,,,,B,D,F,A,C,E,G,6,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,4,N,-3,4,32,2,0,3,3,0,11,0,0,8,2,7,,,,,,,,,,,,,3,,,4,,,,,,,,,,,3,3,5,1,7,1,0,0,0,4,2,24
b841af06-1c8b-494a-833c-2f0f59d330c1,2020-12-15T00:41:55Z,2020-12-15T02:30:26Z,108,proj,63,N,5,,C-1-1,,,,,,,,,,,,,,A-3,,,,,E-2,,C-1-2,,,,B,D,F,A,C,E,G,1,6,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,1,4,N,-5,26,0,-6,2,3,4,0,9,15,3,12,1,7,,4,,,,,,,,,,,,,,5,,,,,0,,1,,,,5,3,5,2,0,2,0,0,0,4,0,24
b841af06-1c8b-494a-833c-2f0f59d330c1,2020-12-15T00:41:55Z,2020-12-15T02:30:26Z,108,patrickoftheisles,69,Y,0,,C-2,,,,,,,,,,,,,,A-2,,,,,,,,,,,B,D,F,A,C,E,G,1,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,4,1,4,N,0,14,0,-12,1,3,8,2,8,35,6,4,4,7,,3,,,,,,,,,,,,,,0,,,,,,,,,,,3,2,5,2,0,2,2,0,0,6,1,23
538a0a4a-9a4f-41c6-a7ae-2da438f477bf,2021-01-08T16:44:05Z,2021-01-08T17:41:43Z,57,niri,59,N,,,,,,,,,,FLOOD-RISK-2,,F-2,,FLOOD-RISK-1,,,E-2,E-1,,C-1-2,,,,,,,ROCKFALL-RISK-2,C,E,A,D,F,B,G,1,6,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,1,2,N,0,23,7,-6,2,3,11,2,5,1,3,8,2,4,,,,,,,,,2,,1,,2,,,4,2,,0,,,,,,,0,2,5,2,1,2,5,1,0,0,6,0,29
538a0a4a-9a4f-41c6-a7ae-2da438f477bf,2021-01-08T16:44:05Z,2021-01-08T17:41:43Z,57,shandoral,75,Y,,,,,,,,,,A-1,,,,B-1,,,A-2,,,,,,,,,,,C,E,A,D,F,B,G,6,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,4,1,2,N,0,5,29,2,1,3,4,0,5,4,14,8,1,5,,,,,,,,,0,,,,2,,,4,,,,,,,,,,,8,4,1,2,5,2,4,0,0,3,0,29
1b9e558c-f6ab-435f-af83-786516640eda,2021-02-08T14:11:52Z,2021-02-16T09:05:31Z,11213,agilejohn,51,N,0,,,,,,,,,,C-2,E-1,,,,FLOOD-RISK-1,,FLOOD-RISK-2,,,,,,,,,,B,A,F,E,D,C,G,6,5,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,3,N,0,9,26,-6,0,3,4,0,3,0,0,12,3,6,,,,,,,,,,0,4,,,,4,,6,,,,,,,,,,6,4,0,3,3,3,2,0,0,3,1,29
1b9e558c-f6ab-435f-af83-786516640eda,2021-02-08T14:11:52Z,2021-02-16T09:05:31Z,11213,friar_ken,62,N,0,,A-3,,,,,,,,B-1,,,ROCKFALL-RISK-2,,ROCKFALL-RISK-1,,F-1,,,,,,,,,,B,A,F,E,D,C,G,1,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,4,0,3,N,0,20,3,0,4,3,13,2,9,4,0,4,2,6,,2,,,,,,,,0,,,8,,5,,1,,,,,,,,,,3,5,9,4,1,2,1,0,0,6,0,29
1b9e558c-f6ab-435f-af83-786516640eda,2021-02-08T14:11:52Z,2021-02-16T09:05:31Z,11213,corwin007,69,Y,3,,,,,,,,,,A-1,,,,,,,,,,,,,,,,,B,A,F,E,D,C,G,1,1,1,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,3,3,N,-3,1,0,-12,1,3,5,0,11,32,23,8,1,6,,,,,,,,,,0,,,,,,,,,,,,,,,,,7,3,7,7,0,4,6,0,0,6,0,30
974d0627-e96e-4e39-81a7-378bea69bc52,2021-02-15T22:51:50Z,2021-02-17T14:00:47Z,2348,rossdaddio,56,N,,,,,,,,,,,,,,F-2,,E-2,,,,,,,,,,,,G,E,F,D,B,A,C,4,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,6,0,3,Y,0,4,16,-13,4,3,11,2,8,5,16,0,3,6,,,,,,,,,,,,,5,,5,,,,,,,,,,,,7,1,5,1,5,5,4,0,0,4,0,32
974d0627-e96e-4e39-81a7-378bea69bc52,2021-02-15T22:51:50Z,2021-02-17T14:00:47Z,2348,tranman,69,N,,A-2,,,,,,,,,E-1,,,ROCKFALL-RISK-1,,ROCKFALL-RISK-2,,,,,,,,,,,,G,E,F,D,B,A,C,2,4,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,5,0,3,Y,0,18,15,10,1,3,3,0,6,6,7,0,1,6,3,,,,,,,,,0,,,5,,4,,,,,,,,,,,,4,5,6,3,5,3,4,1,0,4,0,32
974d0627-e96e-4e39-81a7-378bea69bc52,2021-02-15T22:51:50Z,2021-02-17T14:00:47Z,2348,jamsethoth,112,Y,,,,,,,,,,,A-3,,DROUGHT-RISK-1,FLOOD-RISK-1,,FLOOD-RISK-2,,,,,,,,,,,,G,E,F,D,B,A,C,2,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,6,4,3,Y,0,6,17,5,1,0,19,0,21,11,32,0,2,5,,,,,,,,,,0,,1,5,,5,,,,,,,,,,,,4,4,3,4,4,4,3,0,0,6,6,33
545f898e-beea-49b9-bd31-c95a7a1c793b,2020-12-23T07:34:16Z,2020-12-23T09:30:44Z,116,someguy590,64,Y,,C-1-1,,,,,,,,B-1,,ROCKFALL-RISK-2,,C-1-2,,F-2,,,,,,,,E-1,,,E-2,E,C,G,B,D,F,A,1,6,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,1,2,N,0,33,5,-18,1,0,14,0,10,2,9,8,1,4,1,,,,,,,,3,,1,,6,,3,,,,,,,,1,,,1,5,6,2,2,0,3,0,0,0,4,0,29
545f898e-beea-49b9-bd31-c95a7a1c793b,2020-12-23T07:34:16Z,2020-12-23T09:30:44Z,116,madi,61,N,,,,,,,,,,ROCKFALL-RISK-1,,FLOOD-RISK-2,,FLOOD-RISK-1,,,,,,,,,,,,,,E,C,G,B,D,F,A,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,6,0,2,N,0,3,23,18,2,0,5,2,8,0,0,0,2,4,,,,,,,,,0,,4,,3,,,,,,,,,,,,,,4,3,4,4,1,3,0,0,0,4,0,29
1aaec80e-6819-4b7d-bf38-06e3f43a9d70,2021-02-13T19:09:49Z,2021-02-13T21:18:09Z,128,fluffigt,57,N,6,,FLOOD-RISK-2,,,,,,,,,,,,,E-1,,,,,,E-2,,,FLOOD-RISK-1,,,B,F,E,A,G,D,C,4,6,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,1,4,N,-6,28,5,-9,4,3,11,0,5,2,6,8,1,5,,2,,,,,,,,,,,,,3,,,,,,4,,,0,,,6,3,0,5,1,3,0,0,0,4,0,28
1aaec80e-6819-4b7d-bf38-06e3f43a9d70,2021-02-13T19:09:49Z,2021-02-13T21:18:09Z,128,shogunc,73,Y,2,,,,,,,,,,,,,,,,,A-1,,,,,,,,,,B,F,E,A,G,D,C,1,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,5,0,4,N,-2,4,3,-4,0,3,3,0,8,39,11,8,3,7,,,,,,,,,,,,,,,,,0,,,,,,,,,,4,5,5,3,1,0,5,0,0,6,0,28
1aaec80e-6819-4b7d-bf38-06e3f43a9d70,2021-02-13T19:09:49Z,2021-02-13T21:18:09Z,128,posti,57,N,0,,,,,,,,,ROCKFALL-RISK-2,,,,F-2,,,,,,,,,,,,,,B,F,E,A,G,D,C,6,1,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,4,N,0,2,39,-6,2,3,4,2,3,0,0,8,4,7,,,,,,,,,2,,,,3,,,,,,,,,,,,,,4,2,4,1,6,2,1,0,0,4,0,27
1aaec80e-6819-4b7d-bf38-06e3f43a9d70,2021-02-13T19:09:49Z,2021-02-13T21:18:09Z,128,hildegard,65,N,4,,,,,,,,,B-2,,,,,,B-3,,,,,,,,,,,,B,F,E,A,G,D,C,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,5,2,4,N,-4,4,4,18,4,3,15,0,9,3,9,0,2,7,,,,,,,,,0,,,,,,3,,,,,,,,,,,,3,4,2,4,2,1,5,0,0,4,0,28
0dccad4a-53fb-43b3-9ed0-d5e8cf2cc2ab,2020-11-11T13:45:51Z,2020-11-11T14:50:28Z,64,rescudo,114,Y,,,B-2,,,,,,,A-3,,,,,,,,,,,,,,,,INDIAN-TRADE-RISK-2,,A,B,F,D,E,G,C,4,3,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,6,1,2,N,0,21,20,21,1,3,3,0,10,18,17,0,2,5,,4,,,,,,,0,,,,,,,,,,,,,,,,4,,6,6,5,2,5,3,4,0,0,6,0,42
0dccad4a-53fb-43b3-9ed0-d5e8cf2cc2ab,2020-11-11T13:45:51Z,2020-11-11T14:50:28Z,64,tommybokk,66,N,,,,,,,,,,,,,B-1,,,E-1,,,E-2,,,,,,,,,A,B,F,D,E,G,C,4,3,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,5,2,2,N,0,8,5,9,4,3,13,2,8,5,9,0,1,5,,,,,,,,,,,,4,,,0,,,2,,,,,,,,,6,5,5,3,2,4,5,0,0,6,1,41
54994a48-4271-4c75-ab03-90b6a477e96e,2021-04-02T03:17:21Z,2021-04-02T04:08:46Z,51,patrickoftheisles,59,Y,4,,E-1,,,,,,,,,FLOOD-RISK-1,,,FLOOD-RISK-2,E-2,,,,,,,,,,,G-1,B,C,A,G,D,F,E,1,6,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,2,N,-4,26,3,-16,2,3,14,0,11,4,8,8,1,4,,2,,,,,,,,,1,,,3,2,,,,,,,,,,,0,4,5,2,2,0,4,1,0,0,4,1,28
54994a48-4271-4c75-ab03-90b6a477e96e,2021-04-02T03:17:21Z,2021-04-02T04:08:46Z,51,habe1966,52,N,0,,A-2,,,,,,,,,,,,C-1-2,B-2,,,,,,,,DROUGHT-RISK-1,,,,B,C,A,G,D,F,E,1,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,4,3,2,N,0,23,0,-12,2,3,8,2,1,7,18,0,2,5,,2,,,,,,,,,,,,4,1,,,,,,,,1,,,,5,4,0,3,0,3,5,0,0,4,4,26
49d2223b-094c-4ba6-929a-07c8c1438289,2021-03-19T19:53:16Z,2021-03-19T20:50:46Z,57,brinbrin,81,Y,4,,,,,,,,,,B-1,,,,DROUGHT-RISK-1,,,,,,,,A-3,,,,,E,B,G,F,D,A,C,1,1,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,4,3,2,N,-4,10,0,2,3,3,11,0,8,14,26,8,1,5,,,,,,,,,,0,,,,4,,,,,,,,0,,,,,4,3,5,4,0,4,5,0,0,6,2,32
49d2223b-094c-4ba6-929a-07c8c1438289,2021-03-19T19:53:16Z,2021-03-19T20:50:46Z,57,habe1966,41,N,0,,A-2,,,,,,,,,,,,C-1-2,,C-1-1,,,,,,,,A-1,,,E,B,G,F,D,A,C,2,4,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,0,2,N,0,25,3,-18,3,0,10,2,9,4,3,0,2,3,,3,,,,,,,,,,,,4,,1,,,,,,,,3,,,5,5,1,3,1,3,3,0,0,4,0,32
bab7524b-cb85-4201-81a8-a20248a088f7,2021-03-08T17:31:20Z,2021-03-08T19:59:35Z,148,jonflagg,57,N,0,,,,,,,,,,C-1-1,C-2,,,,,,,,,,,,,,,,E,C,D,F,G,A,B,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,5,1,4,N,0,2,9,8,3,3,15,2,6,3,6,0,3,7,,,,,,,,,,0,3,,,,,,,,,,,,,,,,2,2,5,5,1,4,4,0,0,4,0,32
